"image","xmin","ymin","xmax","ymax","label"
"42.6366192_2.8721523.png",223.61634442446044,211.79856115107916,285.621121852518,272.57553956834533,"pool"
"42.6365597_2.8725599.png",229.75539568345326,210.57076214028777,280.09594199640287,273.80336668165467,"pool"
"42.6365026_2.8691507.png",193.3812949640288,186.01438848920864,312.6330935251799,300.5084026528777,"pool"
"42.6367168_2.6882326.png",208.2686038669065,196.45084869604318,307.10791366906477,243.10791366906477,"pool"
"42.6351392_2.8656068.png",232.82497751798562,205.04558228417267,292.98802832733816,274.41726618705036,"pool"
"42.637004_2.6891636.png",215.02158273381295,186.6283160971223,285.0071942446043,255.3861004946043,"pool"
"42.6367944_2.8687137.png",191.0791366906475,200.74820143884892,292.37410071942446,303.884892086331,"pool"
"42.6351629_2.8722023.png",233.89928057553962,208.72903552158274,311.2517985611511,296.5179856115108,"pool"
"42.6371408_2.8691249.png",209.49640287769785,199.52040242805757,287.462848471223,272.57553956834533,"pool"
"42.637205_2.8694305.png",233.4388489208633,200.13430193345326,292.98802832733816,297.1319132194245,"pool"
"42.6372846_2.8636563.png",214.40771133093526,193.3812949640288,294.8297549460432,287.30935251798564,"pool"
"42.6371645_2.8699125.png",214.40771133093526,192.1534959532374,291.14630170863313,279.3285465377698,"pool"
"42.6371714_2.688133.png",203.35735161870505,195.22302158273382,277.02641636690646,258.4556542266187,"pool"
"42.6373711_2.8636764.png",199.0599707733813,281.7841726618705,282.5515962230216,373.8705035971223,"pool"
"42.6375205_2.8753727.png",215.02158273381295,177.41968300359713,296.6714815647482,303.884892086331,"pool"
"42.6374519_2.8631962.png",223.00241681654677,205.65948178956836,282.5515962230216,281.1702731564748,"pool"
"42.6375056_2.8726488.png",234.66670413669067,213.0263882643885,272.7290355215828,270.7338129496403,"pool"
"42.637546_2.689366.png",215.63551034172664,168.21104991007195,281.93766861510795,236.35493480215828,"pool"
"42.6377766_2.8631057.png",213.17985611510792,197.67867580935254,289.91850269784175,287.9232801258993,"pool"
"42.6380293_2.8650379.png",235.28057553956836,203.20385566546764,285.621121852518,267.6642873201439,"pool"
"42.6381071_2.8659685.png",229.75539568345326,197.67867580935254,291.14630170863313,281.7841726618705,"pool"
"42.6383137_2.871011.png",222.3884892086331,203.8177551708633,291.76022931654677,280.5563736510791,"pool"
"42.6383866_2.8664744.png",230.9832508992806,219.77939523381295,277.6402877697842,262.13910746402877,"pool"
"42.6379676_2.8348335.png",200.90169739208633,192.7673954586331,305.2661870503597,298.35971223021585,"pool"
"42.6389433_2.8389176.png",201.515625,193.99522257194246,329.2086330935252,289.7650067446043,"pool"
"42.6389872_2.8725135.png",214.40771133093526,201.97602855215828,291.14630170863313,279.3285465377698,"pool"
"42.6386059_2.8718961.png",207.04080485611513,190.92566883992808,304.03838803956836,282.3981002697842,"pool"
"42.6390364_2.8715544.png",208.2686038669065,182.94486285971223,300.3549348021583,302.0431654676259,"pool"
"42.6390371_2.8726812.png",212.56598471223023,201.3621290467626,299.7410071942446,285.46762589928056,"pool"
"42.6390448_2.867636.png",222.3884892086331,175.5779563848921,299.7410071942446,289.15107913669067,"pool"
"42.6393119_2.8661276.png",192.30699190647482,190.31176933453239,275.7985611510791,251.08874775179856,"pool"
"42.6393757_2.8665008.png",224.23021582733813,222.2350213579137,301.58273381294964,263.36690647482015,"pool"
"42.6393329_2.8660732.png",230.9832508992806,211.18466164568346,317.5444019784173,273.80336668165467,"pool"
"42.6392247_2.8728597.png",218.70503597122303,189.08394222122303,303.42446043165467,281.7841726618705,"pool"
"42.639578_2.8722879.png",217.47723696043167,201.97602855215828,284.3933228417266,275.03119379496405,"pool"
"42.6395216_2.8375565.png",209.0359712230216,219.16546762589928,316.9304743705036,271.96164006294964,"pool"
"42.6393983_2.8720283.png",210.1103304856115,204.431654676259,289.30457508992805,281.7841726618705,"pool"
"42.6394162_2.8362032.png",219.93289118705036,184.78658947841734,298.35971223021585,302.04316546762595,"pool"
"42.639474_2.6831295.png",214.40771133093526,233.2853810701439,300.35493480215825,283.62589928057554,"pool"
"42.6396354_2.836341.png",210.87769784172664,209.34293502697847,312.01922212230215,279.3285465377698,"pool"
"42.6397181_2.8650412.png",228.52759667266187,230.21582733812951,297.8992805755396,267.6642873201439,"pool"
"42.6396194_2.8685647.png",214.40771133093526,219.16546762589928,279.48201438848923,269.5060139388489,"pool"
"42.6397252_2.8648934.png",219.93289118705036,218.55156812050362,285.621121852518,262.75300696942446,"pool"
"42.6397713_2.8690771.png",224.23021582733813,197.67867580935254,292.37410071942446,267.05035971223026,"pool"
"42.6398758_2.8737437.png",227.2997976618705,207.50120840827338,291.76022931654677,268.8920863309353,"pool"
"42.6398869_2.8644779.png",230.36932329136692,209.34293502697844,278.25421537769785,288.537179631295,"pool"
"42.639802_2.8665427.png",215.02158273381295,210.57076214028777,296.05755395683457,267.0503597122302,"pool"
"42.6399662_2.6824654.png",205.81294964028777,179.87530912769785,310.17749550359713,238.810560926259,"pool"
"42.6398678_2.7250487.png",180.02877697841728,155.93286308453239,289.91850269784175,246.79136690647482,"pool"
"42.639986_2.8656676.png",178.8009779676259,221.621121852518,269.04558228417267,265.2086330935252,"pool"
"42.6394402_2.8682561.png",211.95205710431657,210.57076214028777,299.7410071942446,267.6642873201439,"pool"
"42.640011_2.6836532.png",209.9568345323741,251.3956834532374,309.41007194244605,340.71942446043164,"pool"
"42.6399856_2.682467.png",204.5851506294964,198.2925753147482,312.6330935251799,259.0695537320144,"pool"
"42.6400092_2.8667729.png",242.64748201438852,215.48201438848923,277.0264163669065,260.29738084532374,"pool"
"42.6400859_2.8675499.png",198.44604316546764,212.41248875899282,290.53237410071944,257.841726618705,"pool"
"42.6401305_2.8659327.png",238.96402877697844,227.1463017086331,284.3933228417267,262.13910746402877,"pool"
"42.6401528_2.8727687.png",230.36932329136692,212.41248875899282,283.1654676258993,265.2086330935252,"pool"
"42.6400625_2.6848033.png",207.65467625899282,181.1031362410072,302.81058902877703,283.0119997751799,"pool"
"42.6400782_2.8368585.png",219.3189635791367,214.86811488309354,287.462848471223,266.43646020683457,"pool"
"42.6404982_2.8663219.png",213.17985611510792,228.37410071942446,294.8297549460432,259.0695537320144,"pool"
"42.6403064_2.8663551.png",235.28057553956836,209.34293502697844,278.86814298561154,281.7841726618705,"pool"
"42.6403282_2.86469.png",220.54676258992808,200.13430193345326,278.86814298561154,286.69545301258995,"pool"
"42.6402943_2.8660865.png",229.75539568345326,226.53237410071944,285.00719424460436,262.75300696942446,"pool"
"42.6403975_2.6815317.png",214.40771133093526,189.08394222122303,316.31654676258995,262.75300696942446,"pool"
"42.6405109_2.8661513.png",230.36932329136695,229.294964028777,290.53237410071944,263.36690647482015,"pool"
"42.6399892_2.8665618.png",215.02158273381295,217.93766861510792,288.69064748201436,265.2086330935252,"pool"
"42.6405524_2.8654465.png",237.73622976618705,192.7673954586331,280.09594199640287,276.2589928057554,"pool"
"42.6405419_2.8333156.png",225.4580710431655,212.41248875899282,300.96886241007195,291.6067333633094,"pool"
"42.6405582_2.8648333.png",225.4580710431655,227.1463017086331,292.3741007194245,265.8225607014389,"pool"
"42.6408866_2.837836.png",226.68587005395685,214.25421537769785,317.5444019784173,278.1007194244604,"pool"
"42.640594_2.6841057.png",221.7746178057554,201.97602855215828,304.65231564748206,273.189467176259,"pool"
"42.6408267_2.8368422.png",218.09116456834533,221.621121852518,300.96886241007195,279.9424460431655,"pool"
"42.6408492_2.8372522.png",220.54676258992808,216.0959419964029,310.17749550359713,278.7146470323741,"pool"
"42.6408822_2.8739995.png",226.07194244604318,207.50120840827338,278.86814298561154,272.57553956834533,"pool"
"42.6408952_2.8329878.png",226.07194244604318,206.88730890287772,304.03838803956836,279.3285465377698,"pool"
"42.6409618_2.6860545.png",219.3189635791367,244.9496402877698,327.98083408273385,328.4412657374101,"pool"
"42.6409517_2.6884457.png",216.863309352518,190.31176933453239,307.72184127697847,263.98083408273385,"pool"
"42.6408875_2.8749961.png",219.93289118705036,168.82494941546764,281.9376686151079,249.24702113309354,"pool"
"42.6409446_2.8364231.png",221.7746178057554,212.41248875899282,310.7913669064748,295.29018660071944,"pool"
"42.6411143_2.8381111.png",245.71706384892087,230.82975494604318,304.03838803956836,273.18946717625903,"pool"
"42.6411952_2.8727924.png",217.32374100719426,187.85611510791367,285.621121852518,278.1007194244604,"pool"
"42.6411382_2.8374017.png",226.68587005395685,190.31176933453239,312.01922212230215,259.6834532374101,"pool"
"42.6411969_2.6821961.png",221.16069019784175,209.34293502697844,302.81058902877703,260.29738084532374,"pool"
"42.641215_2.8368752.png",213.7937837230216,222.84892086330936,308.3357688848921,275.03119379496405,"pool"
"42.6413433_2.8383176.png",223.61634442446044,224.6906474820144,309.5635678956835,276.8729204136691,"pool"
"42.6413671_2.8359531.png",219.3189635791367,219.77939523381295,304.03838803956836,277.48681991906477,"pool"
"42.64134_2.8365362.png",230.9832508992806,201.3621290467626,300.3549348021583,304.4988196942446,"pool"
"42.6413053_2.8720738.png",213.7937837230216,209.34293502697844,302.19666142086334,276.8729204136691,"pool"
"42.6414096_2.8379439.png",227.9136690647482,223.46284847122303,312.01922212230215,283.62589928057554,"pool"
"42.6416275_2.8371077.png",235.28057553956836,193.99522257194246,293.6019559352518,298.97363983812954,"pool"
"42.6415209_2.8376341.png",237.73622976618705,203.8177551708633,286.23504946043164,279.9424460431655,"pool"
"42.6416579_2.8359838.png",239.5779563848921,223.46284847122303,285.0071942446043,295.29018660071944,"pool"
"42.6414107_2.8353398.png",202.12949640287772,211.18466164568346,300.96886241007195,289.15107913669067,"pool"
"42.6414422_2.8737656.png",203.35735161870505,208.72903552158274,277.6402877697842,284.8537263938849,"pool"
"42.6417716_2.8734417.png",215.63551034172664,202.58992805755398,294.8297549460432,273.18946717625903,"pool"
"42.6417601_2.8376308.png",207.65467625899282,212.41248875899282,316.9304743705036,274.41726618705036,"pool"
"42.6417103_2.8732263.png",208.88253147482015,184.78658947841728,296.6714815647482,285.4676258992806,"pool"
"42.6416639_2.8369743.png",239.5779563848921,210.57076214028777,293.6019559352518,280.5563736510791,"pool"
"42.6416683_2.8727875.png",213.7937837230216,184.17266187050362,309.5635678956835,287.9232801258993,"pool"
"42.6420126_2.836143.png",230.36932329136692,206.27338129496405,299.1271357913669,285.4676258992806,"pool"
"42.642044_2.7032458.png",221.7746178057554,200.13430193345326,285.621121852518,281.1702731564749,"pool"
"42.642082_2.8729507.png",223.00241681654677,190.31176933453239,302.810589028777,289.7650067446043,"pool"
"42.6418114_2.8357046.png",229.14152428057554,197.67867580935254,286.23504946043164,283.0119997751799,"pool"
"42.6421241_2.8373042.png",230.36932329136692,209.9568345323741,292.37410071942446,289.15107913669067,"pool"
"42.6422189_2.8368535.png",227.9136690647482,226.53237410071944,302.810589028777,277.48681991906477,"pool"
"42.6423388_2.8364179.png",223.9232801258993,231.13669064748203,302.50359712230227,275.33812949640287,"pool"
"42.6424245_2.8681503.png",224.84414343525182,218.55156812050362,278.86814298561154,253.5443738758993,"pool"
"42.6423317_2.8687046.png",234.052776528777,207.50120840827338,283.1654676258993,283.62589928057554,"pool"
"42.6422967_2.8354095.png",219.93289118705036,193.99522257194246,290.53237410071944,297.1319132194245,"pool"
"42.6426426_2.7035265.png",204.5851506294964,219.16546762589928,273.9568345323741,262.75300696942446,"pool"
"42.6426449_2.834282.png",205.81294964028777,197.06474820143885,300.35493480215825,288.537179631295,"pool"
"42.6426825_2.8352905.png",228.52759667266187,199.52040242805757,281.9376686151079,276.2589928057554,"pool"
"42.6425811_2.8684094.png",243.26140962230218,199.52040242805757,285.00719424460436,277.48681991906477,"pool"
"42.6425046_2.7028593.png",215.02158273381295,194.60912207733813,298.51320818345323,280.5563736510791,"pool"
"42.6428302_2.8729427.png",221.16069019784175,209.9568345323741,289.3045750899281,262.13910746402877,"pool"
"42.6428658_2.8344293.png",211.95205710431657,199.52040242805757,307.72184127697847,284.23982688848923,"pool"
"42.6428976_2.8359881.png",219.93289118705036,200.74820143884892,292.37410071942446,282.3981002697842,"pool"
"42.6427305_2.8687495.png",213.17985611510792,210.57076214028777,304.65231564748206,266.4364602068345,"pool"
"42.6430254_2.8717883.png",215.02158273381295,215.48201438848923,296.6714815647482,278.10071942446046,"pool"
"42.6431271_2.8715515.png",209.49640287769785,232.6714815647482,294.8297549460432,289.15107913669067,"pool"
"42.6431699_2.7043982.png",191.0791366906475,224.07674797661872,265.3621290467626,268.2781868255396,"pool"
"42.6430559_2.8345996.png",210.1103304856115,201.3621290467626,289.91850269784175,292.8345323741007,"pool"
"42.6430754_2.8676843.png",228.52759667266187,186.01438848920864,282.5515962230216,293.4484599820144,"pool"
"42.6432064_2.8676588.png",215.63551034172664,212.41248875899282,299.7410071942446,265.2086330935252,"pool"
"42.6432289_2.8368104.png",208.88253147482015,198.2925753147482,298.51320818345323,262.13910746402877,"pool"
"42.6432971_2.8763929.png",239.5779563848921,207.50120840827338,278.86814298561154,275.6450933003597,"pool"
"42.6433246_2.8709969.png",224.84414343525182,190.31176933453239,280.70986960431657,271.96164006294964,"pool"
"42.6432999_2.8758605.png",215.02158273381295,219.77939523381295,267.8177832733813,254.77220098920864,"pool"
"42.6433655_2.8355834.png",205.81294964028777,200.74820143884892,308.9496402877698,291.60673336330933,"pool"
"42.6435586_2.8673736.png",207.04080485611513,210.57076214028777,300.96886241007195,268.8920863309353,"pool"
"42.6436185_2.8361444.png",202.7434240107914,188.47004271582736,311.4052945143885,290.37890625,"pool"
"42.6435224_2.8691736.png",232.82497751798562,197.67867580935254,294.8297549460432,281.7841726618705,"pool"
"42.6433923_2.8743433.png",226.07194244604318,210.57076214028777,298.51320818345323,270.1199134442446,"pool"
"42.643446_2.8346183.png",226.68587005395685,217.32374100719426,295.4436825539568,282.3981002697842,"pool"
"42.6436687_2.8765292.png",223.61634442446044,201.3621290467626,293.6019559352518,287.9232801258993,"pool"
"42.6437043_2.7041644.png",208.2686038669065,212.41248875899282,253.08397032374103,280.5563736510792,"pool"
"42.6436016_2.8712672.png",222.3884892086331,208.72903552158274,279.48201438848923,283.62589928057554,"pool"
"42.6436382_2.7030593.png",168.97841726618705,179.26140962230218,270.8873089028777,262.1391074640288,"pool"
"42.6436523_2.8716677.png",212.56598471223023,219.77939523381295,291.76022931654677,281.1702731564748,"pool"
"42.6437132_2.8347955.png",209.49640287769785,201.3621290467626,309.5635678956835,279.3285465377698,"pool"
"42.6437087_2.8367943.png",210.1103304856115,182.94486285971223,285.0071942446043,273.189467176259,"pool"
"42.64371_2.8381976.png",227.45323741007195,216.70984150179856,297.89928057553965,267.0503597122302,"pool"
"42.6437281_2.8759851.png",221.16069019784175,201.3621290467626,307.72184127697847,256,"pool"
"42.6437064_2.8679195.png",221.7746178057554,210.57076214028777,267.81778327338134,271.34774055755395,"pool"
"42.6438016_2.835505.png",218.09116456834533,205.04558228417267,291.76022931654677,283.01199977517985,"pool"
"42.6438082_2.8378421.png",214.40771133093526,212.41248875899282,291.76022931654677,273.18946717625903,"pool"
"42.6437912_2.8672679.png",229.75539568345326,203.20385566546764,277.0264163669065,273.18946717625903,"pool"
"42.6438298_2.867382.png",235.28057553956836,208.11510791366908,280.09594199640287,275.64509330035975,"pool"
"42.643749_2.8757043.png",215.63551034172664,216.70984150179856,297.2854091726619,264.5947335881295,"pool"
"42.6438441_2.868036.png",232.82497751798562,193.99522257194246,275.7985611510791,262.75300696942446,"pool"
"42.6438718_2.8744721.png",222.3884892086331,214.25421537769785,290.53237410071944,260.29738084532374,"pool"
"42.6438741_2.8705046.png",211.95205710431657,207.50120840827338,287.462848471223,268.2781868255396,"pool"
"42.6438674_2.8728336.png",232.82497751798562,202.58992805755398,288.0767760791367,288.537179631295,"pool"
"42.6438911_2.8673141.png",228.52759667266187,197.06474820143885,281.32374100719426,287.9232801258993,"pool"
"42.6439513_2.8373913.png",235.89450314748203,201.3621290467626,281.93766861510795,278.7146470323741,"pool"
"42.6439863_2.8699383.png",210.72425809352518,201.97602855215828,297.8992805755396,270.7338129496403,"pool"
"42.6439848_2.8348673.png",215.63551034172664,199.52040242805757,288.0767760791367,295.90408610611513,"pool"
"42.6439003_2.8376506.png",217.47723696043167,216.0959419964029,292.37410071942446,264.59473358812954,"pool"
"42.6439171_2.8738841.png",222.3884892086331,210.57076214028777,289.91850269784175,268.2781868255396,"pool"
"42.6440443_2.7052553.png",216.863309352518,211.18466164568346,277.0264163669065,290.37890625,"pool"
"42.6440565_2.835278.png",213.17985611510792,206.88730890287772,289.3045750899281,274.41726618705036,"pool"
"42.6440709_2.8701299.png",232.21104991007195,205.65948178956836,281.32374100719426,281.1702731564748,"pool"
"42.6441762_2.8733149.png",237.12230215827338,199.52040242805757,284.3933228417266,275.03119379496405,"pool"
"42.6439908_2.835833.png",219.93289118705036,200.74820143884892,299.1271357913669,292.220632868705,"pool"
"42.6442177_2.8759569.png",228.52759667266187,189.08394222122303,289.30457508992805,292.8345323741007,"pool"
"42.6442498_2.8369102.png",220.54676258992808,196.45084869604318,299.7410071942446,263.36690647482015,"pool"
"42.6441799_2.8746022.png",214.40771133093526,219.77939523381295,297.8992805755396,272.57553956834533,"pool"
"42.6442366_2.8702366.png",213.7937837230216,183.55876236510792,302.19666142086334,304.4988196942446,"pool"
"42.6442738_2.8761126.png",221.16069019784175,216.70984150179856,300.96886241007195,289.7650067446043,"pool"
"42.6443018_2.8738179.png",222.3884892086331,195.22302158273382,295.4436825539568,303.884892086331,"pool"
"42.6443458_2.8405597.png",216.2494379496403,197.06474820143885,332.8920863309353,285.46762589928056,"pool"
"42.6442873_2.8355385.png",224.23021582733813,204.431654676259,292.98802832733816,279.9424460431655,"pool"
"42.6442879_2.871917.png",217.47723696043167,221.00719424460434,294.21582733812954,285.4676258992806,"pool"
"42.6442998_2.872168.png",225.4580710431655,221.621121852518,296.6714815647482,264.59473358812954,"pool"
"42.644356_2.8768089.png",223.00241681654677,207.50120840827338,277.02641636690646,297.13191321942446,"pool"
"42.6444121_2.8743249.png",213.17985611510792,216.0959419964029,295.4436825539568,265.8225607014389,"pool"
"42.6443616_2.8256344.png",191.0791366906475,198.2925753147482,322.4556542266187,292.8345323741007,"pool"
"42.6444281_2.835013.png",225.4580710431655,211.79856115107916,304.03838803956836,281.7841726618705,"pool"
"42.6443678_2.8751891.png",212.56598471223023,212.41248875899282,299.1271357913669,271.96164006294964,"pool"
"42.6446011_2.8346298.png",216.863309352518,188.47004271582736,299.1271357913669,286.08155350719426,"pool"
"42.6445758_2.8679091.png",223.61634442446044,217.93766861510792,294.8297549460432,272.57553956834533,"pool"
"42.6445724_2.8379258.png",246.33093525179856,210.57076214028777,296.6714815647482,286.69545301258995,"pool"
"42.6444511_2.874529.png",215.02158273381295,217.32374100719426,298.51320818345323,271.34774055755395,"pool"
"42.6445248_2.8738497.png",208.88253147482015,215.48201438848923,294.8297549460432,265.20863309352524,"pool"
"42.6446403_2.8684467.png",221.16069019784175,211.79856115107916,292.37410071942446,268.2781868255396,"pool"
"42.6446352_2.8355303.png",218.09116456834533,217.93766861510792,296.05755395683457,277.48681991906477,"pool"
"42.6446917_2.8769328.png",213.7937837230216,214.86811488309354,291.14630170863313,273.80336668165467,"pool"
"42.6446027_2.8734694.png",232.21104991007195,220.39329473920864,278.86814298561154,290.37890625,"pool"
"42.644697_2.8241929.png",188.62353866906477,210.57076214028777,317.5444019784173,286.08155350719426,"pool"
"42.644774_2.8378067.png",237.12230215827338,200.13430193345326,288.0767760791367,270.1199134442446,"pool"
"42.6447874_2.874701.png",223.00241681654677,217.93766861510792,289.91850269784175,268.2781868255396,"pool"
"42.6447865_2.8379741.png",220.54676258992808,201.97602855215828,301.58273381294964,262.75300696942446,"pool"
"42.644806_2.8761159.png",215.02158273381295,215.48201438848923,301.58273381294964,282.3981002697842,"pool"
"42.6448365_2.8724707.png",237.12230215827338,208.72903552158274,281.32374100719426,272.57553956834533,"pool"
"42.6449356_2.8751296.png",232.21104991007195,198.9064748201439,291.14630170863313,289.15107913669067,"pool"
"42.6449232_2.8689195.png",232.21104991007195,227.1463017086331,283.779395233813,307.568345323741,"pool"
"42.6448954_2.8744302.png",238.35015737410072,209.9568345323741,285.621121852518,281.1702731564748,"pool"
"42.6448458_2.8369206.png",240.19188399280577,203.8177551708633,281.93766861510795,277.4868199190647,"pool"
"42.6450096_2.834637.png",218.09116456834533,209.9568345323741,294.21582733812954,278.7146470323741,"pool"
"42.645116_2.8376933.png",239.4244604316547,191.53956834532374,310.33093525179856,270.1199134442447,"pool"
"42.645047_2.8723648.png",236.5084307553957,208.72903552158274,281.9376686151079,280.5563736510792,"pool"
"42.6450749_2.8370646.png",228.52759667266187,218.55156812050362,289.91850269784175,259.6834532374101,"pool"
"42.64506_2.8695436.png",235.89450314748203,203.8177551708633,282.5515962230216,281.1702731564748,"pool"
"42.6451192_2.8759745.png",216.2494379496403,203.20385566546764,299.7410071942446,278.10071942446046,"pool"
"42.6453611_2.8341253.png",214.40771133093526,196.45084869604318,295.4436825539568,289.15107913669067,"pool"
"42.6453699_2.8390246.png",234.05277652877703,188.7769784172662,292.3741007194245,269.5060139388489,"pool"
"42.6451687_2.8262425.png",202.58992805755398,184.17266187050362,314.4748201438849,311.2517985611511,"pool"
"42.6451282_2.835445.png",221.16069019784175,213.0263882643885,302.81058902877703,276.8729204136691,"pool"
"42.6451468_2.870987.png",208.88253147482015,209.34293502697844,307.72184127697847,272.57553956834533,"pool"
"42.6453764_2.8771244.png",227.9136690647482,206.88730890287772,280.09594199640287,287.30935251798564,"pool"
"42.6454989_2.8265893.png",203.97122302158274,199.52040242805757,304.03838803956836,287.30935251798564,"pool"
"42.6456541_2.8342599.png",213.17985611510792,208.11510791366908,291.76022931654677,264.59473358812954,"pool"
"42.6453829_2.8353598.png",211.79856115107916,197.06474820143885,309.5635678956835,286.69545301258995,"pool"
"42.6456557_2.8388137.png",235.74100719424462,182.94486285971223,288.6906474820144,271.34774055755395,"pool"
"42.6457945_2.7039194.png",195.22302158273382,181.7170357464029,278.25421537769785,313.0935251798561,"pool"
"42.6457536_2.8241346.png",205.81294964028777,184.78658947841728,286.23504946043164,281.1702731564749,"pool"
"42.6456638_2.8386645.png",237.12230215827338,193.99522257194246,308.9496402877698,257.2278271133094,"pool"
"42.6457197_2.8384251.png",232.82497751798562,209.34293502697844,301.58273381294964,252.93047437050362,"pool"
"42.645727_2.867845.png",235.89450314748203,199.52040242805757,273.9568345323741,275.03119379496405,"pool"
"42.645849_2.871059.png",219.93289118705036,208.72903552158274,294.2158273381295,265.2086330935252,"pool"
"42.6458624_2.7058659.png",187.85611510791367,174.96402877697847,279.48201438848923,319.8465321492806,"pool"
"42.6459709_2.8359943.png",209.49640287769785,207.50120840827338,304.65231564748206,275.03119379496405,"pool"
"42.6458246_2.8365238.png",219.93289118705036,208.72903552158274,315.7026753597122,281.1702731564748,"pool"
"42.6458853_2.7042279.png",195.37651753597123,206.88730890287772,293.6019559352518,270.1199134442446,"pool"
"42.6460727_2.8763878.png",222.3884892086331,221.621121852518,297.2854091726619,263.36690647482015,"pool"
"42.646055_2.837652.png",242.64748201438852,200.13430193345326,287.462848471223,273.80336668165467,"pool"
"42.6460082_2.8355694.png",199.0599707733813,201.97602855215828,318.158273381295,278.7146470323741,"pool"
"42.6460708_2.7059078.png",190.4652652877698,223.46284847122303,292.98802832733816,271.34774055755395,"pool"
"42.6460994_2.8761779.png",223.76978417266187,193.38129496402883,274.5707621402878,291.6067333633094,"pool"
"42.6461989_2.8378729.png",205.81294964028777,207.19424460431657,313.8609487410072,279.3285465377698,"pool"
"42.6461162_2.7050655.png",212.56598471223023,224.07674797661872,275.18468974820144,270.7338129496403,"pool"
"42.6462045_2.8726798.png",224.84414343525182,216.0959419964029,292.3741007194245,265.8225607014389,"pool"
"42.646106_2.7042291.png",198.44604316546764,212.41248875899282,316.9304743705036,275.03119379496405,"pool"
"42.646238_2.8724438.png",226.07194244604318,216.0959419964029,288.6906474820144,262.75300696942446,"pool"
"42.6463092_2.8679466.png",236.5084307553957,216.70984150179856,270.8873089028777,275.03119379496405,"pool"
"42.6463049_2.8689875.png",220.5467625899281,229.294964028777,293.6019559352518,267.66428732014396,"pool"
"42.646261_2.8713299.png",241.41968300359713,206.88730890287772,276.4124887589928,270.1199134442446,"pool"
"42.6463366_2.8340956.png",226.68587005395685,214.25421537769785,313.24702113309354,284.8537263938849,"pool"
"42.6463225_2.7134647.png",221.7746178057554,199.52040242805757,310.17749550359713,315.5491794064748,"pool"
"42.6463742_2.8239845.png",199.0599707733813,192.1534959532374,317.5444019784173,298.35971223021585,"pool"
"42.6464124_2.8346821.png",210.1103304856115,214.86811488309354,302.19666142086334,273.18946717625903,"pool"
"42.6464272_2.8723263.png",260.4508767985612,221.00719424460434,298.5132081834533,280.5563736510792,"pool"
"42.6463713_2.7041844.png",198.44604316546764,216.0959419964029,281.93766861510795,287.9232801258993,"pool"
"42.6463533_2.8727007.png",217.47723696043167,198.2925753147482,323.6834532374101,282.3981002697842,"pool"
"42.6465802_2.872333.png",207.65467625899282,218.55156812050362,281.93766861510795,261.52517985611513,"pool"
"42.646428_2.8257436.png",184.32615782374103,181.1031362410072,324.2973808453238,319.8465321492806,"pool"
"42.6466652_2.8687512.png",223.61634442446044,219.77939523381295,285.621121852518,262.75300696942446,"pool"
"42.6466263_2.8731886.png",201.515625,206.88730890287772,308.3357688848921,298.35971223021585,"pool"
"42.6465283_2.7053644.png",198.44604316546764,215.48201438848923,289.91850269784175,276.8729204136691,"pool"
